CMSL#,District,Trade Class,Active?,Location Name,Brand Code,Phone,Fax,Physical Address 1,Physical Address 2,City,Province,PostCode,Open 24 hours?,opens,closes,Food Store?,Restaurant?,Service Station?,No.of bays,Carwash?,Carwash Type 1,Carwash Type 2,Truckwash?,Travel Stop?,Cardlock Type,ATM Banking?,SaniDump?,Showers?,Trucker Lounge?,Weigh-Scale?,Laundry?,Lottery?,Used Oil Depot?,Tire Repair?,Diesel?,Gasoline?,Ethanol?,Propane?,NGV?,Division,ALT-cd,System,MS-cd,Husky Market?,Pay@Pump?,Propane Tank Exchange?,Cust-no,Acc.Type,Site Terms,Tank Terms,Reseller id #,Excemption License #,Rent Terms,MeterProducts,ss-commission,fs-commission,cl-commission,SiteProducts,Latitude, Longitude,Motorists with Disabilities?,Bulk DEF
2240,102,FSERV,yes,TOWN & COUNTRY HUSKY,HUSKY,(604)939-9636,(604)939-9651,TOWN & COUNTRY HUSKY,750 LOUGHEED HWY,COQUITLAM,BC,V3K 3T1,no,600,2100,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,1,ALT04,yes,MS001,no,?,no,666829,R7,30,ECOD,861412468RT,,,,,,,104;131;154;175;,49.23768549,-122.8771849,yes,no
2241,223,SSERV,yes,DERRY W HUSKY,HUSKY,(905)565-9074,(416)509-0981,DERRY W HUSKY,6990 HURONTARIO ST,MISSISSAUGA,ON,L5W 1N5,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,2,ALT04,no,MS010,no,yes,no,667913,R7,E30,CONS,839998275RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,43.645837,-79.705977,yes,no
2242,346,SSERV,no,BRAMALEA HUSKY,HUSKY,(905)451-8263,             ,BRAMALEA HUSKY,149 WEST DR,BRAMPTON,ON,L6T 2J6,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,3,ALT09,no,MS524,no,yes,no,667643,R7,E30,,835788720,,ERNT,,,,,,0,0,yes,no
2243,223,SSERV,yes,OLIVEWOOD HUSKY,HUSKY,(416)236-2926,             ,OLIVEWOOD HUSKY,879 KIPLING AVE,ETOBICOKE,ON,M8Z 5H2,no,600,2100,yes,no,yes,2,no,,,no,no,,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,2,ALT04,no,MS023,no,yes,yes,667900,R8,E30,CONS,806218533RT,,ERNT,104;131;173;175;, 1.00; 1.00; 1.00; 1.00;,;;;;,;;;;,104;131;173;175;,43.6360422,-79.5329699,yes,no
2250,102,FSERV,no,WESTMINSTER MOHAWK CARWASH,MOHAWK,(604)526-2922,(604)522-4570,WESTMINSTER MOHAWK CARWASH,716 12 ST,NEW WESTMINSTER,BC,V3M 4J6,no,700,2200,yes,no,no,,yes,Wand Wash,,no,no,,no,no,no,no,no,no,?,no,no,no,yes,yes,no,no,1,ALT09,yes,MS001,no,?,no,233601,R7,E30,,,299951,,,,,,,49.20956011,-122.9332055,yes,no
2253,223,SSERV,yes,ETOBICOKE KIPLING HUSKY,HUSKY,(416)244-0701,(416)244-0701,ETOBICOKE KIPLING HUSKY,408 DIXON RD,ETOBICOKE,ON,M9R 1S7,yes,,,yes,no,yes,2,no,,,no,no,,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,2,ALT04,no,MS023,no,yes,yes,667900,R8,E30,CONS,806218533RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,43.694423,-79.559008,yes,no
2254,223,SSERV,no,DIXON RD HUSKY,HUSKY,(416)245-5666,             ,DIXON RD HUSKY,240 DIXON RD,ETOBICOKE,ON,M9P 2M2,no,600,2300,yes,no,yes,2,no,,,no,no,,no,no,no,no,no,no,yes,no,no,?,yes,?,?,?,2,ALT05,no,MS010,no,yes,yes,667914,R8,E30,,817462559RT,,ERNT,104;173;175;,;;;, 1.00; 1.00; 1.00;,;;;,104;173;175;,43.69744,-79.54617,yes,no
2256,223,SSERV,yes,TREHORNE HUSKY,HUSKY,(416)614-6868,             ,TREHORNE HUSKY,1498 ROYAL YORK RD,ETOBICOKE,ON,M9P 3B5,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS010,no,yes,yes,667900,R8,E30,CONS,806218533RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,43.690714,-79.530277,yes,no
2270,112,SSERV,no,SULLIVAN HUSKY,HUSKY,(604)594-5111,(604)542-6422,SULLIVAN HUSKY,6191 KING GEORGE BLVD,SURREY,BC,V3W 4Y6,no,630,2230,yes,no,no,,yes,Wand Wash,,no,no,,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,1,ALT09,no,MS001,no,yes,no,667678,R7,E30,,823745013,,ERNT,104;131;175;,;;;,;;;,;;;,104;131;175;,49.11537634,-122.8444809,yes,no
2290,102,SSERV,yes,VICTORIA DR VANCOUVER,HUSKY,(604)327-2211,(604)327-2211,VICTORIA DR VANCOUVER,4933 VICTORIA DR,VANCOUVER,BC,V5P 3T6,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS001,no,yes,yes,667860,R4,E30,CONS,843144361RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,49.24006379,-123.0654358,yes,no
2300,102,SSERV,yes,WILLINGDON HUSKY,HUSKY,(604)298-6512,(604)298-6512,WILLINGDON HUSKY,975 WILLINGDON AVE,BURNABY,BC,V5C 5H2,yes,,,yes,no,no,,no,,,no,no,,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS001,no,yes,yes,667862,R7,E30,CONS,849746227RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,49.27555877,-123.0033503,yes,no
2305,105,SSERV,yes,WILLOWBROOK HUSKY,HUSKY,(604)533-3112,(604)514-9067,WILLOWBROOK HUSKY,6295 200 ST,LANGLEY,BC,V2Y 1Z2,yes,,,yes,no,no,,yes,Wand Wash,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,1,ALT04,no,MS001,no,yes,no,667861,R7,E30,CONS,868840471RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,49.11694,-122.66917,yes,no
2334,220,NOINC,no,MEANDER RIVER HUSKY,HUSKY,(780)926-2475,(780)814-0744,RGE RD 22,,OLDS,AB,T4H 1P4,?,0,2400,no,no,no,,no,,,no,?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,ALT09,no,MS000,?,?,?,HOMKTG,R6,ECOD,,807119482RT,mmgov-only,,,,,,,0,0,yes,no
2337,104,SSERV,yes,ASHCROFT HUSKY,HUSKY,(604)300-4243,             ,ASHCROFT HUSKY   ,106 BRINK ST,ASHCROFT,BC,V0K 1A0,no,530,2100,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS001,no,yes,no,668017,R7,ECOD,PREPAY,815054580RT,,,,,,,131;175;,50.725464,-121.2801573,yes,no
2375,224,SSERV,yes,BROCK HUSKY,HUSKY,(905)426-2375,(905)294-8674,BROCK HUSKY,1740 BAYLY ST,PICKERING,ON,L1W 3N3,yes,,,yes,no,no,,yes,Touchless,,no,no,Husky Route Commander,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS026,no,yes,no,667901,R8,E30,CONS,849093638RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,43.83361,-79.06556,no,no
2399,224,SSERV,no,MIDLAND HUSKY,HUSKY,(416)297-0705,(905)868-8258,MIDLAND HUSKY,1150 ELLESMERE RD,SCARBOROUGH,ON,M1P 2X4,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,2,ALT09,no,MS010,no,yes,no,667900,R8,E30,,806218533RT,,ERNT,,,,,,43.768335,-79.270569,yes,no
2441,223,SSERV,yes,MORNINGSIDE HUSKY,HUSKY,(416)281-0705,             ,MORNINGSIDE HUSKY,800 MORNINGSIDE AVE,SCARBOROUGH,ON,M1C 1B8,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS010,no,yes,no,667900,R8,E30,CONS,806218533RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,43.791543,-79.195032,yes,no
2450,105,SSERV,no,DOGWOOD VALLEY HUSKY,HUSKY,(604)869-9443,(000)000-0000,DOGWOOD VALLEY HUSKY,27052 BAKER RD C5 DOGWOOD VALLEY,HOPE,BC,V0X 1L3,no,800,2000,yes,yes,no,,no,,,no,no,Husky Route Commander,?,?,no,yes,no,no,?,no,no,yes,yes,yes,yes,no,1,ALT09,no,MS001,no,?,no,666810,R1,PREPAY,,,,,,,,,,49.57148,-121.41045,no,no
2493,224,SSERV,no,VAN HORNE HUSKY,HUSKY,(416)491-0705,(905)868-8258,VAN HORNE HUSKY,2850 VICTORIA PARK,NORTH YORK,ON,M2J 4A8,yes,,,yes,no,yes,4,no,,,no,no,,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,2,ALT09,no,MS010,no,yes,?,667900,R8,E30,,806218533RT,,ERNT,,,,,,43.787067,-79.328778,yes,no
2502,342,SSERV,yes,DRYDEN HUSKY TC,HUSKY,(807)223-2085,(807)223-2091,DRYDEN HUSKY TC,379 GOVERNMENT ST,DRYDEN,ON,P8N 2P4,yes,,,yes,yes,no,,no,,,no,yes,Husky Route Commander,yes,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,3,ALT01,no,MS011,no,yes,yes,251280,R1,E30,CONS,120933072RT,CERTIFICATE,ERNT,104;131;164;173;175;,; 0.70; 0.70;;;, 0.70; 0.70;; 0.70; 0.70;,; 1.00; 1.00;;;,104;131;164;173;175;,49.786255,-92.833233,no,yes
2505,342,SSERV,yes,DRYDEN HUSKY TC,HUSKY,(807)223-5664,(807)223-2091,DRYDEN HUSKY TC,379 GOVERNMENT ST HWY 17,DRYDEN,ON,P8N 2P4,yes,,,yes,yes,no,,no,,,no,yes,Husky Route Commander,yes,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,3,ALT01,no,MS011,no,yes,yes,251280,R1,30,,120933072RT,CERTIFICATE,,,,,,,49.78614439,-92.82121104,no,no
2508,106,SSERV,yes,DRAYTON VALLEY HUSKY,HUSKY,(780)542-2883,(780)542-2883,DRAYTON VALLEY HUSKY,5225 50 ST,DRAYTON VALLEY,AB,T7A 1S3,no,500,2200,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,yes,MS007,no,no,no,667226,R7,ECOD,ECOD,894161967RT,,ERNT,,,,,131;154;174;175;,53.22596497,-114.9764882,yes,no
2510,1901,BULKD,yes,DRAYTON VALLEY CL,HUSKY,(780)413-1826,             ,DRAYTON VALLEY CL ,5201 62 ST,DRAYTON VALLEY,AB,T7A 1S3,yes,,,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,no,no,no,yes,yes,?,?,?,19,ALT01,no,MS000,no,?,?,627711,R3,E15,E15,879886364RT,,,,,,,105;131;154;175;9131;9154;,53.224141,-115.000813,no,no
2576,223,SSERV,yes,MALCOLM HUSKY,HUSKY,(416)425-0705,(647)299-9867,MALCOLM HUSKY,30 LAIRD DR ,EAST YORK,ON,M4G 3T2,yes,,,yes,no,yes,2,no,,,no,no,,no,no,no,no,no,no,no,no,no,yes,yes,yes,?,no,2,ALT04,no,MS010,no,no,no,667900,R8,E30,CONS,806218533RT,,ERNT,104;131;173;175;, 1.00; 1.00; 1.00; 1.00;,;;;;,;;;;,104;131;173;175;,43.703616,-79.360832,yes,no
2708,RCB,INCOM,no,COMMERCIAL RENTAL SPACE,HUSKY,(780)438-0638,             ,COMMERCIAL RENTAL SPACE,10357 61 AVE,EDMONTON,AB,T6H 1L1,?,0,2400,?,?,?,,?,,,?,?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,ALT09,?,MS000,?,?,?,667208,R4,DUENOW,,,,,,,,,,0,0,yes,no
2709,104,SSERV,yes,150 MILE HOUSE HUSKY,HUSKY,(250)296-4515,(250)296-4515,150 MILE HOUSE HUSKY,10 SETTLER PLACE,150 MILE HOUSE,BC,V0K 2G0,yes,,,yes,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,yes,no,no,yes,yes,yes,?,?,1,ALT04,no,MS006,no,yes,?,667954,R4,ECOD,ECOD,809692379RT,,ERNT,,,,,104;131;154;175;9104;9131;9154;,52.103704,-121.927145,no,no
2710,108,SSERV,yes,SUMMERSIDE HUSKY MARKET,HUSKY,(780)988-0047,(780)988-0053,SUMMERSIDE HUSKY MARKET,818 91 ST SW,EDMONTON,AB,T6X 0E4,no,600,2300,yes,no,no,,yes,Touchless,Wand Wash,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS002,yes,yes,yes,667884,R7,E30,CONS,838354736RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.42556,-113.47444,yes,no
2711,102,FSERV,yes,BOLIVAR HEIGHTS HUSKY,HUSKY,(604)588-3916,(604)588-3956,BOLIVAR HEIGHTS HUSKY ,13916 GROSVENOR RD ,SURREY,BC,V3R 5G1,no,700,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,1,ALT04,yes,MS001,no,yes,no,667941,R7,ECOD,ECOD,843563792RT,,ERNT,,,,,104;131;154;175;,49.204056,-122.836332,yes,no
2722,108,SSERV,yes,WESTMOUNT MAC'S,HUSKY,(780)455-1298,(416)291-4947,WESTMOUNT MAC'S,11410 GROAT RD,EDMONTON,AB,T5M 3J8,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,1,ALT04,yes,MS002,no,yes,no,939678,R7,30,15,104855408RT,,,,,,,174;175;,53.563616,-113.551946,yes,no
2730,107,SSERV,yes,CLAREVIEW HUSKY CARWASH,HUSKY,(780)475-6010,(780)476-9049,CLAREVIEW HUSKY CARWASH,12986 50 ST,EDMONTON,AB,T5A 4L2,no,600,2300,yes,no,no,,yes,Wand Wash,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS002,no,yes,yes,667870,R4,E30,CONS,835580747RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.51181,-113.4186198,yes,no
2731,226,SSERV,no,OLD STRATHCONA HUSKY,HUSKY,(780)433-0164,(780)432-3312,OLD STRATHCONA HUSKY,7520 104 ST,EDMONTON,AB,T6E 6J4,no,700,2200,yes,no,no,,yes,Wand Wash,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,1,ALT09,no,MS002,no,?,no,991638,R4,30,,EXEMPT,,ERNT,,,,,,53.512109,-113.497796,yes,no
2732,228,SSERV,no,FT RD HUSKY,HUSKY,(780)478-7451,(780)478-7451,FT RD HUSKY,13156 FORT RD NW,EDMONTON,AB,T5A 1C1,no,630,2300,yes,no,no,,no,Brush/Softcloth,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT09,no,MS002,no,yes,yes,666728,R7,30,,,,ERNT,,,,,,53.592003,-113.431369,yes,no
2733,227,FSERV,no,NORDELL HUSKY,HUSKY,(780)476-8105,(000)000-0000,NORDELL HUSKY,8210 127 AVE,EDMONTON,AB,T5E 0A2,no,700,2100,no,no,yes,2,yes,Touchless/Wand,,no,no,,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,2,ALT09,yes,MS002,no,?,no,809798,R4,CC,,,,,,,,,,53.584962,-113.468283,yes,no
2734,225,SSERV,no,97 ST HUSKY,HUSKY,(780)475-3414,(999)999-9999,97 ST HUSKY,12970 97 ST,EDMONTON,AB,T5E 4C3,no,630,2200,yes,no,yes,3,no,Brush/Softcloth,,no,no,,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,2,ALT09,no,MS002,no,?,no,667292,R4,E30,,855360723Rt0001,,ERNT,,,,,,53.587846,-113.492174,yes,no
2736,223,SSERV,yes,MARLEE HUSKY,HUSKY,(416)781-5705,(416)783-7621,MARLEE HUSKY,689 LAWRENCE AVE W,NORTH YORK,ON,M6A 1B3,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS025,no,yes,yes,667900,R8,E30,CONS,806218533RT,,ERNT,104;173;175;,;;;, 1.00; 1.00; 1.00;,;;;,104;173;175;,43.715575,-79.446589,yes,no
2762,227,FSERV,no,CANADIAN INSTATUNE 1990 LTD,HUSKY,(780)435-2611,(000)000-0000,CANADIAN INSTATUNE 1990 LTD,5520 CALGARY TR,EDMONTON,AB,T6H 4K1,no,700,1900,no,no,yes,3,no,,,no,no,,no,no,no,no,no,no,?,no,yes,no,yes,yes,no,no,2,ALT09,yes,MS002,no,?,no,140673,R4,30,,R100766419,,,,,,,,53.492729,-113.497109,yes,no
2764,106,SSERV,yes,MCQUEEN HUSKY MARKET,HUSKY,(780)453-2088,(780)453-2088,MCQUEEN HUSKY MARKET,10960 142 ST,EDMONTON,AB,T5N 2P9,no,600,2300,yes,no,no,,yes,Touchless,,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,yes,MS002,yes,yes,no,667887,R4,E30,CONS,805012440RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.556635,-113.566019,yes,no
2769,CRU,SSERV,no,CLAREVIEW HUSKY MINI MART,HUSKY,(780)475-5431,(000)000-0000,CLAREVIEW HUSKY MINI MART,120 550 CLAREVIEW RD,EDMONTON,AB,T5A 4H2,no,600,2300,yes,no,no,,no,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,1,ALT09,yes,MS002,no,?,no,667324,R7,COD,,8481320150001RT,,ERNT,,,,,,53.56503,-113.527169,yes,no
2770,106,SSERV,yes,STONY PLAIN SOUTH PARK HUSKY,HUSKY,(780)963-8238,(780)488-3004,STONY PLAIN SOUTH PARK HUSKY,4306 SOUTH PARK DR,STONY PLAIN,AB,T7Z 1L1,no,600,2300,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS007,no,yes,no,667887,R4,E30,CONS,805012440RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.53871844,-113.9790096,yes,no
2772,106,SSERV,yes,STONY PLAIN HUSKY MARKET,HUSKY,(780)963-4663,(780)968-1037,STONY PLAIN HUSKY MARKET,4700 48 ST,STONY PLAIN,AB,T7Z 1L4,no,500,2300,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS007,yes,yes,no,667887,R4,E30,CONS,805012440RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.533335,-114.002228,yes,no
2776,106,SSERV,yes,MILLHURST HUSKY MACS,HUSKY,(780)440-0832,(780)463-8981,MILLHURST HUSKY,6009 MILLWOODS RD S,EDMONTON,AB,T6L 1N5,yes,,,yes,no,no,,yes,Wand Wash,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,yes,MS002,no,?,no,667845,R7,ECOD,15,104855408RT,,,,,,,131;154;174;175;,53.445731,-113.430758,yes,no
2779,107,SSERV,yes,CHERRY GROVE HUSKY MARKET,HUSKY,(780)475-0100,(780)475-0044,CHERRY GROVE HUSKY MARKET,15303 73A ST ,EDMONTON,AB,T5Z 2X9,no,500,2300,yes,no,no,,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS002,yes,yes,yes,667870,R4,E30,CONS,835580747RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.615963,-113.454921,yes,no
2787,106,SSERV,yes,WOLF WILLOW HUSKY MARKET,HUSKY,(780)487-0851,(780)488-3004,WOLF WILLOW HUSKY MARKET,6827 170 ST,EDMONTON,AB,T5T 4W4,no,600,2300,yes,no,yes,3,yes,Touchless,,no,no,,yes,?,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,ALT04,no,MS002,yes,yes,yes,667887,R4,E30,CONS,805012440RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.503789,-113.615192,yes,no
2789,108,SSERV,yes,MEADOWBROOK HUSKY MARKET,HUSKY,(780)468-9608,(780)463-0584,MEADOWBROOK HUSKY MARKET,3955 34 ST,EDMONTON,AB,T6T 1L5,no,500,2200,yes,no,no,,yes,Touchless,,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS002,yes,yes,yes,667884,R7,30,CONS,838354736RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.475187,-113.393379,yes,no
2796,108,SSERV,yes,BROOKVIEW HUSKY MARKET,HUSKY,(780)989-2012,(780)989-2014,BROOKVIEW HUSKY MARKET ,344/348 BULYEA RD,EDMONTON,AB,T6R 2B3,no,600,2300,yes,no,no,,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS002,yes,yes,no,667884,R7,E30,CONS,838354736RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.47568,-113.573026,yes,no
2800,344,SSERV,yes,EDSON HUSKY CS,HUSKY,(780)723-7457,(780)712-7349,EDSON HUSKY CS,4536 4 AVE,EDSON,AB,T7E 1C7,no,500,2200,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,3,ALT04,no,MS007,no,yes,yes,667927,R7,E30,CONS,878219765RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.581576,-116.439028,yes,no
2801,RCB,INCOM,no,FINE DESIGNS,HUSKY,(780)723-3839,(780)723-4359,FINE DESIGNS,4808 4 AVE,EDSON,AB,T7E 1N6,no,0,0,no,no,no,,no,,,no,no,,?,?,no,no,no,no,?,no,no,no,no,no,?,no,2,ALT09,yes,MS007,no,?,no,740746,R6,30,,8719561730,,,,,,,,0,0,yes,no
2804,108,SSERV,yes,S EDM HUSKY CARWASH,HUSKY,(780)434-9593,(780)434-9555,S EDM HUSKY CARWASH,3105 CALGARY TR NW,EDMONTON,AB,T6J 5X8,no,600,2300,yes,no,no,,yes,Wand Wash,Touchless,no,no,,yes,no,no,no,no,no,?,no,no,yes,yes,yes,no,no,1,ALT04,no,MS002,no,yes,yes,667884,R7,E30,CONS,838354736RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.46364821,-113.4945255,yes,no
2806,344,SSERV,no,EDMONTON 168 ST CL,HUSKY,(780)454-5734,(999)999-9999,EDMONTON 168 ST CL,12011 168 ST,EDMONTON,AB,T5V 1M9,yes,,,no,yes,no,,no,,,no,yes,Husky Route Commander,no,no,no,no,no,no,?,no,no,yes,yes,yes,yes,no,3,ALT05,no,MS000,no,?,no,10751,R4,PREPAY,,136728391RT,,,,,,,,53.572518,-113.611293,no,no
2807,225,INCOM,no,FIX IT YOURSELF AUTO SERVICES,HUSKY,(780)478-3332,(780)478-3385,FIX IT YOURSELF AUTO SERVICES,12974 97 ST,EDMONTON,AB,T5E 4C3,no,630,2200,no,no,yes,3,no,,,no,no,,no,no,no,no,no,no,no,no,yes,?,?,?,?,?,2,ALT09,no,MS002,no,?,?,667534,R6,30,,825046261RT0001,,,,,,,,0,0,yes,no
2811,107,SSERV,yes,WOODVALE HUSKY,HUSKY,(780)461-0107,(780)450-3121,WOODVALE HUSKY,5403 38 AVE,EDMONTON,AB,T6L 2Z1,no,700,2400,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,1,ALT04,yes,MS002,no,yes,no,302075,R7,E30,ECOD,135734259RT,,,,,,,174;175;,53.470834,-113.421111,yes,no
2823,344,SSERV,yes,EDMONTON W HUSKY TC,HUSKY,(780)960-6649,(780)960-6603,EDMONTON W HUSKY TC,26304 TOWNSHIP RD 531A,ACHESON,AB,T7X 5A3,yes,,,yes,yes,no,,yes,Touchless,,no,yes,Husky Route Commander,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,3,ALT01,no,MS007,no,yes,no,218370,R1,E30,CONS,101318806RT,,ERNT,131;164;173;174;175;, 0.70;;;;;, 0.70; 0.70; 0.70; 0.70; 0.70;, 1.00; 1.00;;;;,131;164;173;174;175;,53.56306407,-113.7655628,no,yes
2826,344,SSERV,yes,EDMONTON W HUSKY TC,HUSKY,(780)960-5230,(780)960-3160,EDMONTON W HUSKY TC,26304A TOWNSHIP RD 531A,ACHESON,AB,T7X 5A3,yes,,,yes,yes,no,,yes,Touchless,,no,yes,Husky Route Commander,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,3,ALT01,no,MS007,no,yes,no,218370,R1,E30,,101318806RT,,ERNT,,,,,,53.56327288,-113.7662798,no,no
2830,106,SSERV,yes,120 AVE HUSKY/MAC'S,HUSKY,(780)474-0978,(416)609-7161,120 AVE HUSKY/MAC'S,8118 120 AVE,EDMONTON,AB,T5B 4T5,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,1,ALT04,yes,MS002,no,yes,no,730747,R7,30,15,139924633RT,,,,,,,174;175;,53.573641,-113.466231,yes,no
2835,107,SPISL,yes,CHURCHILL HUSKY,HUSKY,(780)421-8696,(780)421-1206,CHURCHILL HUSKY,10608 107 AVE,EDMONTON,AB,T5H 0W5,yes,,,yes,no,no,,yes,Wand Wash,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,1,ALT04,yes,MS002,no,?,no,667974,R4,E30,ECOD,100370444RT,,ERNT,,,,,131;154;174;175;,53.551293,-113.503683,yes,no
2899,223,SSERV,yes,CHAPLIN HUSKY,HUSKY,(416)488-8989,             ,CHAPLIN HUSKY,861 AVE RD,TORONTO,ON,M5P 2K4,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,no,yes,yes,?,no,2,ALT04,no,MS010,no,yes,yes,667900,R8,E30,CONS,806218533RT,,ERNT,104;173;175;,;;;, 1.00; 1.00; 1.00;,;;;,104;173;175;,43.698755,-79.406031,yes,no
